代码,名称,最新价,涨跌幅%,换手率%,主力流向,主力净流入(万),资金流时间,抓取时间
000001,平安银行,11.06,-0.72,40.42,流出,-8936.13,2026-05-14T15:00:00+08:00,2026-05-27T09:17:07+08:00
000002,万  科Ａ,3.87,-3.01,127.03,流出,-7606.0,2026-05-14T15:00:00+08:00,2026-05-27T09:17:07+08:00
000006,深振业Ａ,9.97,-3.95,462.36,流出,-4281.63,2026-05-14T15:00:00+08:00,2026-05-27T09:17:07+08:00
000007,全新好,12.89,-4.66,648.07,流出,-1056.54,2026-05-14T15:00:00+08:00,2026-05-27T09:17:08+08:00
000008,神州高铁,2.74,-1.79,280.34,流出,-3986.86,2026-05-14T15:00:00+08:00,2026-05-27T09:17:08+08:00
000009,中国宝安,8.01,-3.61,144.46,流出,-757.26,2026-05-14T15:00:00+08:00,2026-05-27T09:17:09+08:00
000010,*ST美丽,2.6,-4.76,613.6,流入,26.93,2026-05-14T15:00:00+08:00,2026-05-27T09:17:09+08:00
000011,深物业A,7.73,-3.74,163.8,流出,-167.0,2026-05-14T15:00:00+08:00,2026-05-27T09:17:09+08:00
000012,南  玻Ａ,3.85,0.52,155.74,流入,335.88,2026-05-14T15:00:00+08:00,2026-05-27T09:17:31+08:00
000014,沙河股份,12.28,-3.38,291.5,流出,-147.35,2026-05-14T15:00:00+08:00,2026-05-27T09:17:31+08:00
000016,*ST康佳A,3.23,0.31,228.25,流出,-346.57,2026-05-14T15:00:00+08:00,2026-05-27T09:17:32+08:00
000017,深中华A,5.98,-3.08,205.46,流出,-54.87,2026-05-14T15:00:00+08:00,2026-05-27T09:17:32+08:00
000019,深粮控股,7.18,-1.64,338.72,流出,-204.16,2026-05-14T15:00:00+08:00,2026-05-27T09:17:33+08:00
000020,深华发Ａ,13.96,1.38,647.43,流入,1354.5,2026-05-14T15:00:00+08:00,2026-05-27T09:17:33+08:00
000021,深科技,34.34,-0.78,1129.86,流入,10990.3,2026-05-14T15:00:00+08:00,2026-05-27T09:17:34+08:00
000025,特  力Ａ,15.57,-1.64,108.35,流入,31.59,2026-05-14T15:00:00+08:00,2026-05-27T09:17:34+08:00
000026,飞亚达,20.28,0.45,508.28,流入,2031.45,2026-05-14T15:00:00+08:00,2026-05-27T09:17:35+08:00
000027,深圳能源,7.33,-2.79,181.73,流入,1286.43,2026-05-14T15:00:00+08:00,2026-05-27T09:17:35+08:00
000028,国药一致,24.2,-1.39,80.75,流出,-1492.5,2026-05-14T15:00:00+08:00,2026-05-27T09:17:36+08:00
000029,深深房Ａ,28.13,5.36,213.25,流入,2136.91,2026-05-14T15:00:00+08:00,2026-05-27T09:17:36+08:00
000030,富奥股份,4.84,-2.22,105.51,流出,-985.8,2026-05-14T15:00:00+08:00,2026-05-27T09:17:36+08:00
000031,大悦城,2.9,-3.33,59.14,流出,-726.28,2026-05-14T15:00:00+08:00,2026-05-27T09:17:37+08:00
000032,深桑达Ａ,18.38,-4.52,214.03,流出,-6919.63,2026-05-14T15:00:00+08:00,2026-05-27T09:17:37+08:00
000034,神州数码,41.04,-4.2,707.02,流出,-16974.66,2026-05-14T15:00:00+08:00,2026-05-27T09:17:38+08:00
000035,中国天楹,6.43,-4.03,247.79,流出,-2843.69,2026-05-14T15:00:00+08:00,2026-05-27T09:17:38+08:00
000036,华联控股,5.77,-5.25,386.73,流出,-1070.6,2026-05-14T15:00:00+08:00,2026-05-27T09:17:39+08:00
